Time,CPU Usage (%),CPU Usage Per Core (%),Memory Usage (%),Memory Usage (MB),GPU Utilization (%),GPU Memory Usage (%),GPU Memory Usage (MB),FPS,Real-Time Factor
47,4.3,"[0.0, 1.6, 10.8, 0.0, 34.4, 0.0, 7.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.8, 6.2, 17.2, 15.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 73.8, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 3.1]",46.1,30016.70703,39,90.08955956,7380.136719,0.327196133,1
48,5.2,"[0.0, 0.0, 18.5, 0.0, 32.3, 0.0, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 4.6, 0.0, 3.0, 0.0, 0.0, 0.0, 13.8, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 76.6, 0.0, 0.0, 26.2, 3.1, 0.0, 4.6, 0.0, 0.0, 1.6]",46.1,30033.85547,37,90.08955956,7380.136719,0.326923096,1
49,6.2,"[0.0, 1.5, 15.4, 0.0, 16.9, 20.0, 3.1, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 13.8, 40.9, 3.1, 0.0, 1.5, 4.6, 1.5, 0.0, 0.0, 23.4, 0.0, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 73.4, 0.0, 0.0, 0.0, 3.1, 1.5, 0.0, 0.0, 0.0, 4.7]",46.1,30057.64063,38,90.08955956,7380.136719,0.327033725,1
50,4.8,"[0.0, 0.0, 6.2, 0.0, 33.3, 0.0, 1.6, 0.0, 1.6, 0.0, 0.0, 0.0, 4.7, 0.0, 20.3, 0.0, 7.8, 0.0, 1.6, 0.0, 0.0, 1.6, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 7.8, 6.2, 4.7, 6.2, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 71.9, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0]",46.1,30057.52344,37,90.08955956,7380.136719,0.325376891,1
51,3.4,"[1.5, 0.0, 10.8, 1.5, 30.8, 0.0, 3.1, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 6.2, 6.2, 9.2, 23.1, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 67.7, 4.7, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",46.1,30052.01563,38,90.08955956,7380.136719,0.327042217,1
52,6.3,"[3.1, 0.0, 13.8, 0.0, 21.5, 29.2, 6.2, 0.0, 0.0, 0.0, 29.2, 0.0, 7.7, 0.0, 0.0, 25.0, 3.1, 0.0, 1.5, 6.2, 3.1, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 9.4, 12.3, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 71.9, 0.0, 13.8, 15.4, 0.0, 0.0, 0.0, 0.0, 0.0, 4.5]",46.1,30051.03906,37,90.08955956,7380.136719,0.326929059,1
53,5.1,"[0.0, 0.0, 10.9, 0.0, 25.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 3.1, 0.0, 21.9, 0.0, 4.7, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 9.4, 0.0, 4.7, 6.2, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 67.7, 0.0, 7.8, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 3.1]",46.1,30048.66016,36,90.08955956,7380.136719,0.327017585,1
54,3.8,"[0.0, 3.1, 12.3, 0.0, 20.3, 0.0, 0.0, 0.0, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 6.2, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 15.4, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 71.9, 0.0, 0.0, 1.5, 0.0, 12.3, 3.1, 0.0, 1.6, 0.0]",46.1,30050.60938,39,90.08955956,7380.136719,0.325504486,1
55,3.7,"[0.0, 0.0, 35.4, 0.0, 29.2, 0.0, 6.2, 0.0, 6.2, 1.5, 27.7, 0.0, 0.0, 0.0, 1.5, 38.5, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.4, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0, 15.4, 0.0, 64.1, 10.8, 6.2, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0]",46.1,30042.44141,35,90.08955956,7380.136719,0.323650501,1
56,5.8,"[0.0, 0.0, 3.1, 6.2, 26.2, 3.1, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 4.6, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 9.2, 0.0, 9.2, 6.2, 1.6, 18.5, 12.3, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 76.6, 0.0, 0.0, 0.0, 0.0, 0.0, 9.2, 6.2, 0.0, 0.0]",46.1,30053.83203,33,90.08955956,7380.136719,0.326801109,1
57,3.2,"[1.6, 0.0, 9.2, 0.0, 31.2, 0.0, 3.1, 0.0, 0.0, 0.0, 1.6, 0.0, 18.8, 0.0, 7.8, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 7.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.4, 0.0, 9.4, 7.6, 0.0, 0.0, 0.0, 0.0, 72.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1]",46.1,30049.70703,37,90.08955956,7380.136719,0.326781479,1
58,4.5,"[0.0, 0.0, 15.6, 0.0, 33.8, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 19.0, 0.0, 0.0, 21.9, 0.0, 1.6, 0.0, 3.1, 0.0, 1.6, 0.0, 4.6, 6.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.9, 0.0, 0.0, 0.0, 73.8, 0.0, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6]",46.1,30057.44141,35,90.08955956,7380.136719,0.325126411,1
59,6.9,"[0.0, 0.0, 26.2, 1.5, 26.6, 0.0, 0.0, 0.0, 7.7, 0.0, 0.0, 0.0, 6.2, 0.0, 15.4, 0.0, 6.2, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 32.3, 1.6, 0.0, 38.5, 3.1, 23.1, 7.8, 4.6, 9.2, 3.1, 0.0, 4.6, 0.0, 0.0, 1.5, 61.5, 0.0, 16.9, 3.1, 12.3, 13.8, 0.0, 0.0, 10.8, 1.5]",46.1,30058.12109,36,90.08955956,7380.136719,0.324933474,1
