Time,CPU Usage (%),CPU Usage Per Core (%),Memory Usage (%),Memory Usage (MB),GPU Utilization (%),GPU Memory Usage (%),GPU Memory Usage (MB),FPS,Real-Time Factor
37,3.8,"[0.0, 0.0, 14.1, 0.0, 27.7, 0.0, 4.6, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 3.1, 0.0, 7.7, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 67.2, 0.0, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 1.5]",45.8,29847.35547,40,90.08955956,7380.136719,0.32701399,1
38,4.4,"[0.0, 0.0, 12.3, 0.0, 16.9, 0.0, 6.2, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 9.2, 0.0, 3.1, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70.3, 0.0, 18.5, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0]",45.8,29827.21484,39,90.08955956,7380.136719,0.326821659,1
39,5.3,"[1.6, 0.0, 9.2, 0.0, 53.1, 9.4, 4.7, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 25.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39.1, 1.6, 0.0, 0.0, 1.6, 3.1, 0.0, 15.6, 12.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70.8, 0.0, 15.6, 6.2, 7.8, 0.0, 0.0, 0.0, 0.0, 0.0]",45.8,29831.55078,40,90.08955956,7380.136719,0.326993696,1
40,4.3,"[3.1, 0.0, 9.4, 0.0, 35.9, 1.6, 4.7, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.7, 0.0, 0.0, 0.0, 15.6, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 65.6, 4.6, 28.1, 0.0, 1.6, 1.6, 0.0, 0.0, 0.0, 1.6]",45.8,29833.38672,38,90.08955956,7380.136719,0.326493578,1
41,5.1,"[0.0, 0.0, 7.8, 0.0, 35.9, 0.0, 4.7, 0.0, 1.6, 0.0, 0.0, 0.0, 1.6, 1.6, 0.0, 4.7, 1.6, 18.8, 23.4, 0.0, 1.6, 0.0, 0.0, 0.0, 7.8, 0.0, 9.1, 4.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 67.2, 0.0, 6.2, 0.0, 6.2, 0.0, 3.2, 0.0, 1.5, 4.6]",45.9,29876.29688,32,90.08955956,7380.136719,0.320285949,1
42,3.4,"[0.0, 0.0, 9.4, 1.5, 35.9, 0.0, 31.2, 0.0, 3.1, 0.0, 0.0, 0.0, 21.5, 0.0, 7.7, 9.2, 3.1, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 27.7, 1.6, 1.6, 1.6, 0.0, 6.2, 0.0, 17.2, 3.1, 0.0, 0.0, 26.2, 0.0, 0.0, 0.0, 73.8, 0.0, 6.2, 0.0, 15.6, 0.0, 0.0, 1.6, 0.0, 0.0]",46.1,30025.65625,38,90.5066967,7414.308594,0.32493141,1
43,5,"[0.0, 0.0, 3.1, 0.0, 33.8, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 20.0, 1.5, 4.6, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.6, 0.0, 0.0, 3.1, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 6.2, 1.5, 70.8, 0.0, 10.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",46.1,30021.40234,32,90.25492668,7393.683594,0.326614955,1
44,3.9,"[0.0, 0.0, 4.6, 0.0, 36.4, 1.5, 0.0, 0.0, 15.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 6.2, 63.6, 6.1, 4.6, 0.0, 6.2, 10.9, 4.6, 0.0, 0.0, 1.5]",46.1,30010.84375,37,90.19885063,7389.089844,0.326914942,1
45,4.2,"[1.5, 0.0, 15.4, 0.0, 12.3, 1.5, 4.6, 0.0, 1.5, 0.0, 1.5, 0.0, 1.5, 0.0, 7.6, 39.1, 1.5, 1.5, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 76.6, 0.0, 1.5, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0]",46.1,30014.63281,39,90.08955956,7380.136719,0.326832992,1
46,6,"[0.0, 0.0, 12.5, 0.0, 31.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2, 1.5, 4.7, 23.4, 0.0, 6.2, 0.0, 0.0, 28.1, 10.9, 0.0, 1.6, 6.2, 10.9, 0.0, 0.0, 15.6, 0.0, 0.0, 0.0, 0.0, 6.2, 0.0, 68.8, 3.1, 4.7, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 1.6]",46.1,30011.33203,39,90.08955956,7380.136719,0.326913057,1
