Time,CPU Usage (%),CPU Usage Per Core (%),Memory Usage (%),Memory Usage (MB),GPU Utilization (%),GPU Memory Usage (%),GPU Memory Usage (MB),FPS,Real-Time Factor
43,5.3,"[3.1, 6.2, 10.6, 0.0, 33.8, 0.0, 3.1, 0.0, 0.0, 0.0, 1.5, 0.0, 7.7, 0.0, 10.8, 0.0, 1.5, 1.5, 4.6, 0.0, 0.0, 4.6, 1.5, 0.0, 10.8, 37.5, 0.0, 3.1, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.5, 0.0, 4.6, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 27.7]",48.1,31319.09375,40,86.79828644,7110.515625,0.32681048,1
44,5.5,"[0.0, 0.0, 28.1, 0.0, 49.2, 1.5, 0.0, 12.3, 0.0, 1.5, 0.0, 0.0, 6.2, 1.5, 1.5, 28.1, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 30.8, 0.0, 6.2, 13.8, 10.8, 9.4, 6.2, 0.0, 4.6, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 62.5, 0.0, 0.0, 0.0, 6.2, 0.0, 4.6, 3.1, 4.6, 21.5]",48,31306.4375,40,86.79828644,7110.515625,0.326806355,1
45,6.1,"[20.3, 1.6, 18.8, 3.1, 35.9, 3.1, 3.1, 4.6, 6.2, 1.6, 1.6, 1.6, 18.8, 0.0, 17.2, 3.1, 1.6, 3.1, 3.1, 1.6, 1.6, 0.0, 26.2, 1.6, 0.0, 12.5, 3.1, 20.3, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 1.6, 66.2, 4.7, 10.9, 0.0, 9.4, 6.2, 0.0, 0.0, 0.0, 25.0]",48,31298.9375,34,86.79828644,7110.515625,0.32688898,1
46,5.4,"[6.2, 0.0, 14.1, 0.0, 32.8, 1.6, 4.7, 21.9, 7.8, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 44.6, 0.0, 0.0, 3.1, 6.2, 18.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.3, 0.0, 3.1, 0.0, 7.9, 0.0, 0.0, 0.0, 0.0, 26.6]",48,31285.64844,40,86.79828644,7110.515625,0.326879936,1
47,5.5,"[7.8, 0.0, 4.7, 0.0, 34.4, 0.0, 26.6, 1.6, 1.6, 7.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.8, 1.6, 20.3, 0.0, 41.5, 4.7, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 69.2, 0.0, 0.0, 0.0, 3.1, 0.0, 4.7, 0.0, 0.0, 29.2]",48,31285.99219,37,86.79828644,7110.515625,0.324872895,1
48,6.8,"[10.8, 0.0, 14.1, 0.0, 32.3, 4.7, 1.6, 27.7, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2, 0.0, 1.6, 0.0, 1.6, 7.8, 1.6, 18.8, 0.0, 14.1, 7.8, 18.5, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 69.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.6]",48,31287.99609,40,86.79828644,7110.515625,0.326495586,1
49,5.2,"[9.2, 0.0, 14.1, 0.0, 33.8, 3.1, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 75.4, 0.0, 4.6, 0.0, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 53.8]",48,31292.17969,0,86.79828644,7110.515625,0.327425785,1
50,4.9,"[9.4, 0.0, 7.8, 0.0, 27.7, 0.0, 15.4, 7.7, 7.7, 4.6, 1.5, 0.0, 1.5, 1.5, 7.8, 1.5, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 32.3, 0.0, 1.5, 15.4, 10.8, 3.1, 3.1, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0, 1.6, 1.5, 1.5, 66.2, 0.0, 1.6, 1.6, 1.5, 1.6, 1.5, 1.6, 3.1, 25.0]",48,31292.69531,39,86.79828644,7110.515625,0.326885515,1
51,7.9,"[9.4, 0.0, 15.6, 1.6, 48.4, 1.6, 28.6, 20.0, 0.0, 0.0, 4.7, 0.0, 0.0, 0.0, 1.6, 26.6, 3.1, 1.6, 0.0, 0.0, 0.0, 0.0, 25.0, 3.1, 7.8, 3.1, 1.6, 6.2, 1.6, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 3.1, 4.7, 57.8, 9.4, 7.8, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 28.1]",48,31295.76563,40,86.79828644,7110.515625,0.325070471,1
52,5.4,"[0.0, 1.5, 13.8, 0.0, 38.5, 0.0, 1.5, 0.0, 0.0, 0.0, 3.1, 0.0, 12.3, 0.0, 23.1, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 78.1, 0.0, 0.0, 1.5, 0.0, 7.8, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 69.2, 0.0, 0.0, 1.6, 0.0, 0.0, 1.5, 0.0, 0.0, 24.6]",48,31296.79688,39,86.79828644,7110.515625,0.325548926,1
53,5.6,"[16.9, 0.0, 4.5, 0.0, 32.3, 0.0, 0.0, 20.0, 0.0, 0.0, 13.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 29.7, 0.0, 4.6, 4.6, 1.5, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.1, 3.1, 7.7, 10.9, 4.6, 1.6, 1.5, 0.0, 0.0, 30.8]",48,31298.45313,39,86.79828644,7110.515625,0.326738737,1
54,7.2,"[28.1, 1.5, 10.9, 16.9, 44.6, 0.0, 13.8, 10.6, 1.5, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 26.6, 1.5, 0.0, 15.6, 0.0, 1.5, 0.0, 38.5, 1.5, 0.0, 9.2, 7.7, 10.8, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 28.1]",48,31300.07031,37,86.79828644,7110.515625,0.326860015,1
55,5.6,"[4.7, 0.0, 9.4, 3.1, 43.1, 0.0, 3.1, 0.0, 1.6, 0.0, 0.0, 1.6, 1.6, 0.0, 4.7, 0.0, 7.8, 1.6, 0.0, 1.6, 0.0, 23.4, 29.7, 1.6, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 69.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 26.6]",48,31298.95313,40,86.79828644,7110.515625,0.32679566,1
56,5.4,"[6.2, 0.0, 1.5, 0.0, 32.3, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 1.6, 0.0, 64.6, 0.0, 1.5, 4.6, 1.5, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70.8, 0.0, 1.5, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 27.7]",48,31301.24609,39,86.79828644,7110.515625,0.327286234,1
57,5.4,"[1.5, 0.0, 10.8, 1.5, 29.2, 0.0, 6.2, 0.0, 49.2, 1.5, 4.6, 0.0, 0.0, 0.0, 0.0, 31.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 89.1, 0.0, 0.0, 1.5, 0.0, 13.8, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 68.8, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 25.8]",48,31286.22656,39,86.79523468,7110.265625,0.327136417,1
58,6.5,"[9.4, 0.0, 12.5, 0.0, 26.2, 0.0, 1.6, 0.0, 4.7, 0.0, 12.5, 0.0, 0.0, 6.2, 1.6, 0.0, 0.0, 0.0, 4.7, 6.2, 0.0, 0.0, 45.3, 0.0, 3.1, 9.4, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.7, 0.0, 0.0, 0.0, 72.3, 0.0, 7.8, 6.2, 15.6, 0.0, 0.0, 0.0, 0.0, 25.0]",48,31291.62891,37,86.79523468,7110.265625,0.326837576,1
59,4.7,"[12.5, 0.0, 6.2, 0.0, 39.1, 0.0, 1.6, 0.0, 0.0, 0.0, 1.6, 9.4, 4.7, 1.6, 31.2, 0.0, 0.0, 0.0, 15.6, 1.6, 15.6, 0.0, 34.4, 0.0, 0.0, 14.1, 4.7, 1.6, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 67.7, 0.0, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 24.6]",48,31285.03125,40,86.79523468,7110.265625,0.327058691,1
