Time,CPU Usage (%),CPU Usage Per Core (%),Memory Usage (%),Memory Usage (MB),GPU Utilization (%),GPU Memory Usage (%),GPU Memory Usage (MB),FPS,Real-Time Factor
45,5.6,"[0.0, 0.0, 4.7, 0.0, 34.4, 0.0, 9.4, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 1.6, 0.0, 6.2, 0.0, 1.6, 0.0, 1.6, 0.0, 0.0, 10.8, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 76.9, 0.0, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 1.6]",47,30621.30078,40,85.07256508,6969.144531,0.326676134,1
46,3.9,"[0.0, 0.0, 14.1, 0.0, 31.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5]",47,30623.96484,31,85.07256508,6969.144531,0.327206879,1
47,3.6,"[0.0, 0.0, 9.4, 0.0, 24.6, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 73.8, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 4.6]",47,30626.87109,40,85.07256508,6969.144531,0.32539711,1
48,7,"[0.0, 0.0, 4.7, 0.0, 21.9, 14.1, 28.1, 0.0, 50.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 18.8, 12.3, 7.8, 0.0, 3.1, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 67.7, 0.0, 0.0, 1.6, 28.1, 0.0, 1.6, 0.0, 0.0, 1.6]",47,30633.05078,30,85.35714149,6992.457031,0.326717816,1
49,2.7,"[1.6, 1.6, 7.8, 0.0, 28.1, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.7, 0.0, 0.0, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.7, 7.8, 0.0, 0.0, 71.9, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6]",47,30632.89453,35,85.35714149,6992.457031,0.326799098,1
50,3.3,"[0.0, 0.0, 15.4, 1.5, 21.5, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2, 1.5, 7.7, 0.0, 18.5, 3.1, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.8, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 78.5, 1.5, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",47,30634.10547,33,85.35714149,6992.457031,0.326903731,1
51,4.9,"[0.0, 0.0, 6.2, 0.0, 47.7, 0.0, 1.5, 27.3, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 39.1, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 68.8, 0.0, 3.1, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 1.6]",47,30636.54688,39,85.35714149,6992.457031,0.327228578,1
52,3.4,"[0.0, 1.6, 17.2, 1.6, 29.7, 0.0, 3.1, 1.6, 0.0, 0.0, 0.0, 0.0, 1.6, 3.1, 6.2, 0.0, 1.6, 0.0, 6.2, 0.0, 1.6, 0.0, 1.6, 1.6, 4.7, 1.6, 1.6, 0.0, 0.0, 0.0, 0.0, 1.6, 3.1, 0.0, 1.6, 1.6, 1.6, 1.5, 75.4, 1.5, 0.0, 1.6, 1.6, 0.0, 1.6, 0.0, 1.5, 1.6]",47,30636.73438,39,85.35714149,6992.457031,0.326932576,1
53,3.5,"[0.0, 0.0, 6.2, 0.0, 36.9, 0.0, 6.2, 7.8, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 3.1, 0.0, 10.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 4.6, 0.0, 1.5, 0.0, 0.0, 1.6, 0.0, 70.8, 1.6, 3.1, 0.0, 1.5, 1.6, 0.0, 0.0, 0.0, 1.6]",47,30628.57031,40,85.35866737,6992.582031,0.326718071,1
54,3.8,"[0.0, 0.0, 4.7, 0.0, 38.5, 1.6, 29.7, 0.0, 29.2, 0.0, 1.6, 1.6, 0.0, 0.0, 3.1, 39.1, 0.0, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.9, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 65.6, 0.0, 3.1, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 1.5]",47,30632.46875,40,85.35256386,6992.082031,0.326836277,1
55,4.1,"[0.0, 0.0, 24.6, 0.0, 37.9, 1.5, 9.2, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 4.7, 4.6, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 73.8, 0.0, 4.6, 0.0, 3.1, 4.7, 4.6, 0.0, 0.0, 1.5]",47,30645.08594,38,85.35256386,6992.082031,0.32646072,1
56,3,"[0.0, 0.0, 13.8, 0.0, 35.4, 0.0, 1.5, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5]",47,30651.58203,37,85.49599648,7003.832031,0.327064684,1
57,3.3,"[0.0, 0.0, 6.2, 1.5, 36.9, 0.0, 15.4, 0.0, 1.5, 0.0, 0.0, 0.0, 4.6, 0.0, 24.6, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 71.2, 4.6, 3.1, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0]",47,30644.16016,33,85.34493446,6991.457031,0.326662904,1
58,5.3,"[0.0, 0.0, 16.9, 0.0, 38.5, 0.0, 10.8, 0.0, 10.6, 0.0, 1.5, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 26.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 76.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.6]",47,30646.06641,29,85.34493446,6991.457031,0.32681379,1
59,3.8,"[0.0, 1.6, 7.7, 0.0, 29.2, 0.0, 7.8, 0.0, 1.6, 0.0, 0.0, 0.0, 9.4, 0.0, 21.9, 0.0, 1.6, 1.6, 3.1, 0.0, 0.0, 0.0, 1.6, 0.0, 1.6, 0.0, 0.0, 1.6, 4.7, 0.0, 10.9, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 71.9, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",47,30655.31641,30,85.34493446,6991.457031,0.326788735,1
