Time,CPU Usage (%),CPU Usage Per Core (%),Memory Usage (%),Memory Usage (MB),GPU Utilization (%),GPU Memory Usage (%),GPU Memory Usage (MB),FPS,Real-Time Factor
44,4.9,"[3.1, 0.0, 7.7, 0.0, 41.5, 0.0, 6.2, 0.0, 1.5, 0.0, 0.0, 38.5, 13.8, 0.0, 10.8, 6.2, 7.7, 0.0, 0.0, 0.0, 0.0, 0.0, 12.3, 0.0, 1.5, 0.0, 1.5, 0.0, 3.1, 4.6, 1.5, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.1, 0.0, 6.2, 0.0, 27.7, 12.3, 9.2, 1.5, 7.7, 3.1]",48.7,31742.25781,37,86.84997559,7114.75,0.326321788,1
45,5,"[12.5, 0.0, 9.2, 4.6, 36.9, 0.0, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 4.6, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0, 0.0, 31.8, 4.6, 1.5, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 70.3, 0.0, 0.0, 1.5, 0.0, 19.7, 0.0, 0.0, 0.0, 0.0]",48.7,31741.11328,30,86.84997559,7114.75,0.325223218,1
46,7.3,"[4.7, 0.0, 21.9, 0.0, 24.6, 4.6, 13.8, 0.0, 15.4, 0.0, 1.5, 0.0, 24.2, 0.0, 9.2, 6.1, 9.2, 1.5, 4.5, 0.0, 0.0, 4.6, 30.8, 0.0, 6.2, 0.0, 1.5, 1.5, 3.1, 1.5, 4.6, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 65.6, 0.0, 0.0, 6.2, 1.5, 7.7, 9.2, 4.6, 0.0, 1.5]",48.7,31746.78516,36,86.84997559,7114.75,0.326586547,1
47,4.3,"[16.7, 0.0, 3.1, 13.6, 38.5, 0.0, 4.6, 29.2, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 24.6, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 67.2, 0.0, 6.2, 6.2, 0.0, 7.7, 0.0, 0.0, 4.6, 1.5]",48.7,31748.77344,34,86.84616089,7114.4375,0.326737923,1
48,5.5,"[0.0, 0.0, 6.2, 0.0, 34.4, 0.0, 3.1, 3.1, 0.0, 1.6, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 4.7, 1.6, 0.0, 0.0, 23.4, 12.3, 0.0, 0.0, 0.0, 0.0, 6.2, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 69.2, 0.0, 4.7, 0.0, 0.0, 39.1, 0.0, 0.0, 0.0, 0.0]",48.7,31759.32422,29,86.86294556,7115.8125,0.326846847,1
49,7,"[6.2, 0.0, 12.5, 0.0, 45.3, 0.0, 10.9, 26.6, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 15.6, 14.1, 4.7, 0.0, 1.6, 0.0, 0.0, 0.0, 14.1, 31.2, 0.0, 4.7, 6.2, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.6, 0.0, 4.7, 0.0, 9.2, 29.7, 0.0, 0.0, 0.0, 6.2]",48.7,31761.55078,31,86.84921265,7114.6875,0.326997444,1
50,4.7,"[0.0, 0.0, 6.2, 0.0, 29.2, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 59.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 69.2, 0.0, 0.0, 0.0, 1.5, 15.4, 1.6, 3.1, 0.0, 1.6]",48.7,31761.19922,31,86.84921265,7114.6875,0.32569054,1
51,5.1,"[7.7, 0.0, 3.1, 0.0, 24.6, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 13.8, 0.0, 7.7, 1.5, 1.5, 3.1, 1.5, 0.0, 6.2, 0.0, 26.2, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 83.3, 0.0, 4.6, 3.1, 7.8, 21.9, 0.0, 1.5, 0.0, 33.3]",48.8,31766.97266,36,86.84921265,7114.6875,0.324865724,1
52,5.2,"[0.0, 0.0, 20.3, 1.6, 48.4, 0.0, 1.6, 10.9, 13.8, 26.6, 0.0, 0.0, 0.0, 0.0, 0.0, 26.6, 3.1, 0.0, 1.6, 0.0, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 4.7, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6, 0.0, 63.1, 0.0, 18.8, 4.7, 0.0, 34.4, 0.0, 0.0, 0.0, 0.0]",48.7,31750.14063,30,86.84921265,7114.6875,0.325058328,1
53,5,"[7.8, 0.0, 14.1, 0.0, 35.9, 0.0, 3.1, 1.6, 6.2, 0.0, 9.4, 0.0, 9.4, 1.6, 10.8, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 21.9, 0.0, 4.7, 7.8, 4.7, 0.0, 3.1, 1.6, 1.6, 4.8, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 72.3, 0.0, 0.0, 0.0, 1.6, 10.9, 4.7, 3.2, 14.3, 4.7]",48.7,31750.06641,37,86.84921265,7114.6875,0.325114617,1
54,4.9,"[1.6, 0.0, 23.1, 0.0, 34.4, 3.1, 9.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.7, 0.0, 0.0, 1.6, 1.6, 0.0, 0.0, 0.0, 54.7, 0.0, 3.1, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 0.0, 15.6, 0.0, 0.0, 0.0, 0.0, 0.0, 68.8, 0.0, 3.1, 0.0, 3.1, 9.4, 7.8, 0.0, 9.2, 1.5]",48.7,31751.39063,32,86.84921265,7114.6875,0.326792325,1
55,4.7,"[0.0, 0.0, 9.4, 0.0, 68.8, 0.0, 4.6, 3.1, 0.0, 1.5, 1.5, 1.5, 7.7, 3.1, 0.0, 15.4, 6.2, 15.4, 17.2, 1.5, 6.2, 1.5, 16.9, 15.4, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 66.2, 0.0, 6.2, 4.6, 6.2, 12.3, 7.7, 0.0, 0.0, 10.8]",48.7,31753.98828,33,86.84921265,7114.6875,0.325210257,1
56,6.5,"[15.4, 16.9, 16.9, 4.6, 36.9, 0.0, 1.5, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 47.0, 4.6, 1.5, 0.0, 6.2, 0.0, 1.5, 0.0, 3.1, 1.6, 1.5, 0.0, 1.5, 6.3, 0.0, 0.0, 64.6, 0.0, 7.7, 1.5, 9.2, 4.6, 1.5, 4.5, 4.7, 1.5]",48.7,31748.1875,30,86.84921265,7114.6875,0.326576783,1
57,4.3,"[1.5, 0.0, 6.2, 0.0, 36.9, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 3.1, 0.0, 0.0, 0.0, 18.8, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 67.7, 0.0, 9.2, 9.4, 0.0, 33.8, 6.2, 3.1, 0.0, 1.5]",48.7,31751.30078,30,86.84921265,7114.6875,0.326600865,1
58,5.1,"[20.0, 0.0, 6.2, 0.0, 40.0, 7.7, 10.8, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1, 0.0, 10.9, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 16.9, 0.0, 7.7, 0.0, 12.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 64.1, 4.5, 1.5, 0.0, 0.0, 6.1, 4.6, 0.0, 4.6, 0.0]",48.7,31754.47656,39,86.84921265,7114.6875,0.325379415,1
59,6.2,"[9.2, 0.0, 10.8, 0.0, 45.5, 0.0, 27.7, 13.8, 31.2, 0.0, 0.0, 1.5, 1.5, 0.0, 4.6, 4.5, 0.0, 0.0, 0.0, 0.0, 0.0, 14.1, 27.7, 0.0, 4.6, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 3.1, 0.0, 3.1, 0.0, 0.0, 67.2, 0.0, 0.0, 0.0, 0.0, 0.0, 7.7, 10.8, 1.6, 4.7]",48.7,31754.85547,40,86.84921265,7114.6875,0.326600483,1
